fname,label,manually_verified
0627acfa.wav,Cello,0
0632d921.wav,Laughter,0
0640c787.wav,Applause,0
06487815.wav,Drawer_open_or_close,1
064cfad3.wav,Clarinet,0
065e7bb4.wav,Computer_keyboard,0
066d40f4.wav,Snare_drum,0
06712325.wav,Laughter,0
06730f97.wav,Trumpet,1
06789937.wav,Saxophone,1
06896eb5.wav,Trumpet,0
06959969.wav,Tambourine,1
06a09fcd.wav,Harmonica,0
06a1dfc0.wav,Snare_drum,0
06a76756.wav,Snare_drum,0
06b278f7.wav,Harmonica,1
06b89bf9.wav,Violin_or_fiddle,1
06b9dc31.wav,Finger_snapping,1
06c1c5c3.wav,Harmonica,0
06c48eab.wav,Hi-hat,1
06d0d6e4.wav,Scissors,1
06d164df.wav,Clarinet,0
06d2b52b.wav,Cowbell,1
06dbf664.wav,Fireworks,0
06dd3b18.wav,Bark,0
06e15d8e.wav,Bass_drum,0
06e87b61.wav,Bark,0
06ed75a7.wav,Gong,1
06f60188.wav,Saxophone,1
06fbb272.wav,Drawer_open_or_close,0
06fd1973.wav,Hi-hat,0
06feb8ea.wav,Finger_snapping,0
070183b1.wav,Fireworks,0
07036b1d.wav,Snare_drum,0
0704ffb8.wav,Bark,0
070bcdd9.wav,Violin_or_fiddle,0
070f52cb.wav,Cello,0
0713db9c.wav,Microwave_oven,0
0716126b.wav,Harmonica,1
071803a0.wav,Cello,1
071e836c.wav,Microwave_oven,0
071efb95.wav,Bass_drum,1
0720ef3b.wav,Saxophone,1
07211dfa.wav,Trumpet,1
072f3031.wav,Double_bass,0
0730a3d8.wav,Acoustic_guitar,0
0733ce78.wav,Laughter,0
0738f99f.wav,Oboe,1
0742098b.wav,Squeak,0
074cc08b.wav,Fart,0
074e07a5.wav,Squeak,0
074e2f09.wav,Hi-hat,1
07563fea.wav,Drawer_open_or_close,0
07605b4c.wav,Bark,0
0765b7d1.wav,Harmonica,0
076b6a7a.wav,Squeak,0
07762f74.wav,Tearing,1
07764530.wav,Oboe,0
0779162e.wav,Finger_snapping,1
0784c182.wav,Knock,1
078c67e5.wav,Tearing,0
078f7ac0.wav,Hi-hat,1
079968f4.wav,Clarinet,1
079bb1c3.wav,Oboe,0
07a16abd.wav,Tearing,0
07a177eb.wav,Squeak,0
07a99531.wav,Oboe,0
07af4f4d.wav,Gong,0
07b44e8e.wav,Tambourine,0
07b910ee.wav,Cowbell,0
07c8c909.wav,Flute,0
07ce4408.wav,Gunshot_or_gunfire,1
07db7f16.wav,Flute,1
07ec6849.wav,Cough,0
07ed1d56.wav,Burping_or_eructation,0
07f16007.wav,Cello,1
07f6b1dc.wav,Cello,0
07f88679.wav,Hi-hat,0
08064f4a.wav,Writing,0
080bffb7.wav,Writing,1
081a3386.wav,Fart,1
081c263d.wav,Keys_jangling,1
082321d2.wav,Cello,0
0832c151.wav,Trumpet,0
085652af.wav,Oboe,1
085be86f.wav,Tambourine,0
086dfaff.wav,Bark,0
086e6a35.wav,Fart,1
0879e568.wav,Saxophone,0
087f12b6.wav,Cowbell,1
0886c767.wav,Chime,1
0886d4f8.wav,Shatter,0
08893744.wav,Bass_drum,0
08894340.wav,Double_bass,1
088b75db.wav,Bass_drum,0
088d3f95.wav,Harmonica,1
08a68ba1.wav,Acoustic_guitar,1
08a94aca.wav,Fart,0
08b54ed0.wav,Burping_or_eructation,1
08b88eb7.wav,Violin_or_fiddle,1
08c931f6.wav,Knock,0
08cf2d2b.wav,Bark,0
08d931c3.wav,Computer_keyboard,1
08dba5f4.wav,Gong,0
08e79547.wav,Bass_drum,0
08fa5140.wav,Clarinet,0
08fb553f.wav,Writing,0
0906c4a9.wav,Double_bass,0
090e1d30.wav,Cowbell,1
090ea106.wav,Tambourine,0
09158810.wav,Tambourine,1
0920512f.wav,Tearing,1
09282dc5.wav,Cough,0
0933c357.wav,Gunshot_or_gunfire,1
0939d783.wav,Bark,0
093bf325.wav,Writing,0
095138e2.wav,Oboe,1
095836cb.wav,Flute,0
0958751e.wav,Hi-hat,1
0969b5c5.wav,Acoustic_guitar,0
096b4d70.wav,Keys_jangling,0
097b5ab0.wav,Knock,1
09841f13.wav,Shatter,0
098a3205.wav,Bark,0
098c2232.wav,Laughter,0
0994e80c.wav,Computer_keyboard,1
09986ba4.wav,Laughter,0
099ce615.wav,Squeak,1
09a1cfd7.wav,Hi-hat,1
09a355a9.wav,Cough,0
09a585bf.wav,Keys_jangling,1
09a63606.wav,Acoustic_guitar,0
09a732e6.wav,Double_bass,0
09a7c5ce.wav,Snare_drum,0
09a7dc35.wav,Cowbell,1
09a895f3.wav,Fart,0
09b51c66.wav,Fireworks,0
09b8a126.wav,Violin_or_fiddle,1
09b901f8.wav,Computer_keyboard,1
09bc3033.wav,Drawer_open_or_close,0
09ca1e09.wav,Shatter,0
09ea5276.wav,Trumpet,1
0a037e96.wav,Fireworks,0
0a0a8d4c.wav,Clarinet,0
0a15b36b.wav,Clarinet,0
0a277f11.wav,Snare_drum,0
0a2a5c05.wav,Burping_or_eructation,1
0a2b4c80.wav,Snare_drum,0
0a32271b.wav,Meow,0
0a366772.wav,Writing,1
0a484e9f.wav,Writing,1
0a49afad.wav,Fireworks,1
0a54c770.wav,Bus,1
0a6bba04.wav,Cowbell,1
0a6dbf2c.wav,Finger_snapping,1
0a82b4d6.wav,Tearing,0
0a8ac55d.wav,Tambourine,1
0a8d300c.wav,Bus,0
0a925754.wav,Telephone,1
0a98104d.wav,Cello,0
0aa17642.wav,Knock,1
0aa32376.wav,Hi-hat,0
0aa7edd0.wav,Cowbell,0
0aab722d.wav,Hi-hat,0
0aad0a16.wav,Gunshot_or_gunfire,1
0aaed52b.wav,Fart,1
0ac443ad.wav,Bark,0
0ac83c13.wav,Writing,0
0acba147.wav,Computer_keyboard,1
0ad0bf22.wav,Saxophone,1
0ad5618e.wav,Bass_drum,0
0ad666e3.wav,Saxophone,1
0ade0819.wav,Cowbell,0
0af32053.wav,Oboe,0
0afca134.wav,Shatter,0
0afcf36b.wav,Scissors,0
0aff3cde.wav,Bass_drum,0
0b05208c.wav,Electric_piano,1
0b142b38.wav,Cough,0
0b1f22c3.wav,Saxophone,1
0b2a3ef0.wav,Writing,0
0b3636e4.wav,Cello,0
0b3c0588.wav,Finger_snapping,1
0b3d7a19.wav,Cough,0
0b436682.wav,Acoustic_guitar,0
0b489adc.wav,Squeak,0
0b4dc8fc.wav,Fireworks,0
0b5b6734.wav,Cough,0
0b5dd555.wav,Double_bass,0
0b5ea11d.wav,Keys_jangling,0
0b6ac630.wav,Hi-hat,0
0b6fba96.wav,Burping_or_eructation,0
0b7044b0.wav,Burping_or_eructation,1
0b74f0da.wav,Writing,0
0b7aa40a.wav,Cello,0
0b7f8989.wav,Bark,0
0b80f560.wav,Fart,0
0b82b3a5.wav,Clarinet,1
0b914d51.wav,Meow,0
0b92a7e0.wav,Chime,1
0b95a1b5.wav,Knock,1
0b9904c1.wav,Burping_or_eructation,0
0ba6976e.wav,Clarinet,1
0ba8bcc2.wav,Laughter,0
0ba927cd.wav,Hi-hat,1
0bab86ae.wav,Violin_or_fiddle,1
0bb6b85a.wav,Keys_jangling,0
0bc522f3.wav,Keys_jangling,1
0bca94ec.wav,Glockenspiel,1
0bd9f47b.wav,Laughter,1
0bdef4f9.wav,Oboe,0
0be0fbaa.wav,Squeak,0
0be246ba.wav,Double_bass,0
0be52cd7.wav,Bass_drum,0
0bf505c1.wav,Tearing,0
0bfdf35b.wav,Shatter,0
0c080361.wav,Writing,0
0c0f796c.wav,Meow,1
0c118aaa.wav,Electric_piano,0
0c27360a.wav,Gunshot_or_gunfire,1
0c28638b.wav,Tambourine,0
0c2f1a54.wav,Finger_snapping,1
0c3044b3.wav,Saxophone,1
0c364094.wav,Cello,0
0c36c39a.wav,Saxophone,1
0c3bdc12.wav,Fart,1
0c3cba8b.wav,Clarinet,0
0c3e92c7.wav,Knock,0
0c4948ba.wav,Keys_jangling,0
0c4f2a87.wav,Oboe,1
0c547bc4.wav,Violin_or_fiddle,1
0c66ddcb.wav,Fireworks,0
0c67f402.wav,Snare_drum,1
0c6a3500.wav,Bus,1
0c6ec89a.wav,Oboe,0
0c7ae294.wav,Applause,1
0c7eb4eb.wav,Tearing,0
0c9abd6a.wav,Snare_drum,0
0ca8b59b.wav,Laughter,1
0cafd32f.wav,Tambourine,0
0cb7fc83.wav,Gong,0
0cbfebc7.wav,Laughter,0
0cc4c3b7.wav,Finger_snapping,0
0ccf0903.wav,Glockenspiel,0
0cdfa126.wav,Laughter,1
0ce9b7a0.wav,Double_bass,0
0cea4550.wav,Clarinet,0
0cec67d2.wav,Writing,0
0ceed74d.wav,Oboe,0
0d0c7375.wav,Bass_drum,0
0d0d1b88.wav,Applause,0
0d0d648b.wav,Bass_drum,0
0d1cb966.wav,Oboe,0
0d2047b5.wav,Drawer_open_or_close,1
0d30af2b.wav,Trumpet,0
0d3d36f5.wav,Snare_drum,0
0d481dea.wav,Glockenspiel,1
0d649d1b.wav,Trumpet,0
0d661b19.wav,Telephone,1
0d694b51.wav,Burping_or_eructation,0
0d6bb959.wav,Tambourine,0
0d74110a.wav,Drawer_open_or_close,0
0d79765a.wav,Bark,1
0d8012f4.wav,Saxophone,1
0d804b40.wav,Applause,1
0d9b9a20.wav,Microwave_oven,0
0d9f6c10.wav,Burping_or_eructation,1
0da0c554.wav,Double_bass,1
0da527a6.wav,Violin_or_fiddle,1
0da86798.wav,Knock,1
0db954fa.wav,Applause,0
0dbdffe2.wav,Fireworks,1
0dc26ae9.wav,Laughter,1
0dd326ca.wav,Computer_keyboard,0
0dd54f1f.wav,Gong,0
0ddb4bdf.wav,Bass_drum,1
0de99488.wav,Microwave_oven,1
0ded93ce.wav,Tambourine,0
0dfcedf6.wav,Applause,0
0e19ed55.wav,Cowbell,0
0e2ec031.wav,Gunshot_or_gunfire,1
0e2fbeb8.wav,Double_bass,0
0e32c361.wav,Trumpet,0
0e3aa5cf.wav,Shatter,1
0e4372d4.wav,Hi-hat,0
0e439e01.wav,Fart,0
0e451691.wav,Drawer_open_or_close,1
0e4583d5.wav,Shatter,1
0e51f1d0.wav,Shatter,0
0e544eb8.wav,Oboe,0
0e5c9ed0.wav,Knock,0
0e5cab29.wav,Tearing,1
0e630318.wav,Snare_drum,0
0e645225.wav,Bus,1
0e6e1f35.wav,Chime,1
0e7622f0.wav,Saxophone,1
0e7cd4eb.wav,Violin_or_fiddle,1
0e7f9fdb.wav,Keys_jangling,0
0e89fb66.wav,Knock,0
0e974517.wav,Microwave_oven,0
0e979b8c.wav,Cowbell,1
0e9cb14e.wav,Fireworks,1
0ea3dbaf.wav,Saxophone,0
0eb63f5a.wav,Acoustic_guitar,0
0ec012fc.wav,Laughter,0
0ecb56ad.wav,Fart,0
0ed06544.wav,Hi-hat,1
0ede064f.wav,Gunshot_or_gunfire,1
0ee42262.wav,Trumpet,0
0eeaebcb.wav,Acoustic_guitar,1
0ef9a602.wav,Hi-hat,1
0f01e836.wav,Tearing,0
0f18c55b.wav,Fart,0
0f1a5928.wav,Gong,0
0f1dbff5.wav,Applause,0
0f23d7e4.wav,Tearing,1
0f274e7a.wav,Meow,0
0f2903db.wav,Chime,1
0f2ab678.wav,Electric_piano,1
0f34d08e.wav,Hi-hat,1
0f36e49a.wav,Cowbell,1
0f444884.wav,Keys_jangling,0
0f5286d1.wav,Microwave_oven,1
0f53ac39.wav,Hi-hat,0
0f5c62dd.wav,Clarinet,0
0f6e2a63.wav,Laughter,0
0f70f92f.wav,Fart,0
0f72651c.wav,Hi-hat,0
0f7f0d86.wav,Laughter,0
0f936928.wav,Oboe,0
0f958ff0.wav,Saxophone,1
0f96c40d.wav,Tearing,0
0fa3ee45.wav,Chime,0
0fa61324.wav,Flute,1
0fafb777.wav,Microwave_oven,1
0fb0c2e1.wav,Shatter,0
0fb464cf.wav,Applause,0
0fc39673.wav,Shatter,0
0fcdc341.wav,Bus,0
0fd52405.wav,Burping_or_eructation,1
0fe6c47d.wav,Oboe,1
0ff26813.wav,Cough,0
0ff3a423.wav,Knock,0
0ff4262d.wav,Snare_drum,0
0ff6fdf5.wav,Bark,0
0ffff94f.wav,Chime,0
100009e2.wav,Writing,0
10086933.wav,Double_bass,0
10099e50.wav,Bass_drum,0
100f6b3f.wav,Shatter,0
1023facf.wav,Shatter,1
102db6b4.wav,Flute,1
102ef2c7.wav,Oboe,0
1032e684.wav,Clarinet,0
10357e1e.wav,Flute,0
103b9ed4.wav,Oboe,1
103dfb7c.wav,Drawer_open_or_close,0
103eceae.wav,Writing,1
103f29e5.wav,Double_bass,1
104f8672.wav,Glockenspiel,1
10550a6f.wav,Gong,1
105a8017.wav,Tambourine,1
105f3923.wav,Electric_piano,0
105f4e16.wav,Finger_snapping,1
1068cb59.wav,Writing,0
106f028c.wav,Trumpet,0
1071fd84.wav,Knock,1
10734a58.wav,Burping_or_eructation,0
10783ffe.wav,Flute,0
10876da8.wav,Trumpet,0
10884a97.wav,Double_bass,0
108e95b3.wav,Clarinet,0
108f96a6.wav,Trumpet,0
1094232e.wav,Drawer_open_or_close,0
10961c54.wav,Writing,0
10a229f4.wav,Writing,0
10ac55a1.wav,Burping_or_eructation,0
10b0e98b.wav,Writing,1
10cf0a2c.wav,Cello,0
10da16fb.wav,Acoustic_guitar,1
10e3e4eb.wav,Telephone,1
10efbc5b.wav,Cowbell,0
10fc82d4.wav,Shatter,0
1105950d.wav,Trumpet,0
111bad6f.wav,Gunshot_or_gunfire,1
11223bbf.wav,Oboe,0
1131892a.wav,Telephone,1
11329fa9.wav,Gunshot_or_gunfire,1
1133db9b.wav,Drawer_open_or_close,0
1137811b.wav,Harmonica,0
113c5e2f.wav,Drawer_open_or_close,1
11439cbd.wav,Bark,0
1148986e.wav,Violin_or_fiddle,1
114cf102.wav,Violin_or_fiddle,1
1152dffc.wav,Keys_jangling,0
1163de55.wav,Hi-hat,0
116ddaf8.wav,Hi-hat,0
11710c08.wav,Tambourine,1
1176bda6.wav,Cello,1
11782c39.wav,Finger_snapping,0
11798f57.wav,Cello,1
117cc2f0.wav,Flute,0
117e4577.wav,Trumpet,1
1181e997.wav,Double_bass,0
1181ee9d.wav,Fart,0
118413f9.wav,Fireworks,1
11880a0a.wav,Shatter,0
118831d9.wav,Cello,0
118e9ae3.wav,Hi-hat,0
1191d9b4.wav,Squeak,0
1198d2b5.wav,Bass_drum,0
1199128e.wav,Fireworks,0
11a06e06.wav,Burping_or_eructation,1
11a0e319.wav,Saxophone,0
11ab15ee.wav,Scissors,1
11b027e8.wav,Violin_or_fiddle,1
11c7778f.wav,Burping_or_eructation,0
11c90896.wav,Cowbell,1
11cbc9e1.wav,Tambourine,0
11cf5942.wav,Bark,0
11d883c3.wav,Computer_keyboard,1
11d93cd3.wav,Drawer_open_or_close,0
11d9ace9.wav,Gong,0
11df4777.wav,Oboe,0
11e3ffde.wav,Burping_or_eructation,1
11e63946.wav,Laughter,1
11e9db25.wav,Fart,0
11f33ae4.wav,Cough,1
11f7fc13.wav,Clarinet,1
11f8b3dd.wav,Snare_drum,0
11fab0b0.wav,Shatter,1
11fbd6c2.wav,Tambourine,1
120536d6.wav,Applause,0
1207a675.wav,Drawer_open_or_close,1
12091a74.wav,Hi-hat,0
120e0846.wav,Bark,1
121110b1.wav,Bus,0
12169b86.wav,Oboe,0
121749b9.wav,Bass_drum,0
12198b88.wav,Bass_drum,1
121d766e.wav,Oboe,1
1220471f.wav,Flute,1
122b0e88.wav,Snare_drum,0
12323e04.wav,Cough,0
12371b67.wav,Double_bass,0
1238c3a4.wav,Meow,0
123d0d60.wav,Snare_drum,0
124360b8.wav,Snare_drum,0
124eadc9.wav,Bass_drum,0
125194b0.wav,Burping_or_eructation,1
125e64b7.wav,Knock,0
125e6ccf.wav,Cello,1
1264b8c7.wav,Saxophone,1
129439fd.wav,Bus,1
129dc328.wav,Double_bass,1
12a38093.wav,Electric_piano,1
12a650a4.wav,Fart,0
12cb4097.wav,Trumpet,0
12d3cdd8.wav,Snare_drum,0
12d43904.wav,Cough,0
12d4ec7c.wav,Trumpet,1
12e4c120.wav,Saxophone,0
12f72b79.wav,Squeak,0
12fcf7a7.wav,Electric_piano,0
1301b8e3.wav,Fart,0
13043bab.wav,Fireworks,1
1304d545.wav,Burping_or_eructation,1
1314cdad.wav,Bass_drum,0
131b1516.wav,Saxophone,1
1329c048.wav,Drawer_open_or_close,1
13314233.wav,Chime,0
134df575.wav,Chime,1
1356f987.wav,Trumpet,1
1365348d.wav,Fart,0
1373fdab.wav,Fart,1
1374fcda.wav,Flute,1
13798190.wav,Telephone,1
13847ff3.wav,Hi-hat,0
1387ba89.wav,Knock,1
13903b82.wav,Meow,1
1391883f.wav,Bark,0
1393c9e0.wav,Oboe,1
1397ddc8.wav,Harmonica,0
139c42cb.wav,Flute,1
13ac472f.wav,Writing,1
13b2325b.wav,Oboe,0
13ca1116.wav,Oboe,0
13da16ae.wav,Double_bass,1
13db0700.wav,Drawer_open_or_close,0
13e15a49.wav,Fart,0
13ee6c44.wav,Bark,0
13f08982.wav,Burping_or_eructation,0
140027c6.wav,Telephone,1
1401c7ff.wav,Bark,0
14041f9a.wav,Acoustic_guitar,1
141291fc.wav,Hi-hat,0
1415b8b9.wav,Gong,1
14225f23.wav,Squeak,0
142cb2c4.wav,Violin_or_fiddle,1
142dac40.wav,Glockenspiel,1
14303ca5.wav,Acoustic_guitar,1
1430f062.wav,Snare_drum,0
14344787.wav,Microwave_oven,0
143f37eb.wav,Tambourine,1
1441c25b.wav,Clarinet,0
14577fc0.wav,Laughter,1
14683a1c.wav,Applause,0
14684ee8.wav,Trumpet,1
1468f23e.wav,Trumpet,0
146d5e25.wav,Bark,0
146fd7fd.wav,Cough,0
1472a525.wav,Shatter,1
147f4395.wav,Cello,0
147f61ff.wav,Bark,0
14819552.wav,Fart,0
148a199b.wav,Tambourine,0
1498eb6e.wav,Squeak,1
149ca673.wav,Acoustic_guitar,1
14a12f6c.wav,Clarinet,0
14ac7cbd.wav,Violin_or_fiddle,1
14b489cd.wav,Oboe,1
14b4f917.wav,Applause,0
14c22798.wav,Tambourine,0
14c476ad.wav,Tearing,0
14d06c29.wav,Oboe,0
14d0bd27.wav,Knock,0
14d18455.wav,Finger_snapping,0
14d37fb3.wav,Hi-hat,0
14e1442c.wav,Bark,0
14e15b48.wav,Acoustic_guitar,0
14e27632.wav,Knock,0
14ea05da.wav,Writing,0
14ef39a2.wav,Meow,1
14f13e6f.wav,Finger_snapping,1
14f26483.wav,Bark,0
14f80bcf.wav,Writing,0
14fc31e9.wav,Oboe,0
14fd19da.wav,Cello,0
1516d630.wav,Laughter,0
151a56b3.wav,Burping_or_eructation,0
151b80e7.wav,Computer_keyboard,1
15373464.wav,Microwave_oven,1
1539c925.wav,Tearing,0
1541af57.wav,Fart,0
1545dcf4.wav,Trumpet,0
1548d94a.wav,Burping_or_eructation,0
1549bbaf.wav,Clarinet,0
154df401.wav,Cello,1
1551f28a.wav,Violin_or_fiddle,1
155382a4.wav,Double_bass,0
155b4487.wav,Keys_jangling,1
156b378a.wav,Applause,0
156dd4a7.wav,Oboe,0
15703034.wav,Snare_drum,0
15914050.wav,Violin_or_fiddle,1
15939857.wav,Tambourine,0
159ea1c3.wav,Tearing,1
15aebea5.wav,Shatter,1
15b439e3.wav,Tearing,1
15b4b254.wav,Glockenspiel,1
15b6657d.wav,Hi-hat,0
15ba13c4.wav,Acoustic_guitar,1
15cade34.wav,Gong,0
15cb6baf.wav,Bass_drum,0
15cc274e.wav,Clarinet,0
15d67d1c.wav,Knock,0
15d798df.wav,Bass_drum,0
15d88b9d.wav,Bus,0
15dcc731.wav,Saxophone,1
15e43efb.wav,Violin_or_fiddle,1
15edc230.wav,Fireworks,0
15f7e867.wav,Bass_drum,1
1601a564.wav,Shatter,0
160507aa.wav,Hi-hat,0
160c92d7.wav,Acoustic_guitar,1
16127914.wav,Hi-hat,0
161bd007.wav,Bark,0
161be325.wav,Cello,0
161eeade.wav,Oboe,0
162276f0.wav,Clarinet,1
163ecf39.wav,Tearing,0
1640b1f9.wav,Burping_or_eructation,1
16488606.wav,Fireworks,1
1648effc.wav,Electric_piano,1
164fc190.wav,Drawer_open_or_close,1
1651cca4.wav,Trumpet,0
16568e3d.wav,Glockenspiel,1
1661aa86.wav,Burping_or_eructation,1
166269ab.wav,Tambourine,1
16670642.wav,Cough,0
166a1279.wav,Fart,0
166e17b0.wav,Drawer_open_or_close,0
167a4cd4.wav,Scissors,1
16833489.wav,Fireworks,0
16854911.wav,Chime,1
168adcd0.wav,Knock,0
169192c3.wav,Computer_keyboard,0
16965258.wav,Squeak,0
169a69f3.wav,Gunshot_or_gunfire,1
169acff4.wav,Finger_snapping,1
16b90ef0.wav,Chime,0
16c14c67.wav,Flute,0
16c8384b.wav,Bus,1
